srcip,sport,dstip,dsport,proto,state,duration,sbytes,dbytes,label
10.0.0.[  0   0   0 ... 214 214 214],26485,192.168.0.1,80,tcp,FIN,1.008538420028389,871,414,0
10.0.0.[  0   0   0 ... 214 214 214],35024,192.168.0.1,22,udp,REQ,0.6794601027438452,678,473,0
192.168.1.[  0   0   0 ... 214 214 214],3753,192.168.0.1,80,udp,INT,0.5449240069132554,220,299,0
10.0.0.[  0   0   0 ... 214 214 214],37386,1.1.1.1,53,icmp,REQ,0.7428198345926442,1037,192,1
192.168.1.[  0   0   0 ... 214 214 214],43088,1.1.1.1,22,udp,REQ,0.83955038285579,3070,660,0
10.0.0.[  0   0   0 ... 214 214 214],35535,8.8.8.8,22,udp,REQ,0.7371232863461908,2756,203,1
10.0.0.[  0   0   0 ... 214 214 214],46582,8.8.8.8,80,icmp,REQ,0.7343487334952239,784,469,0
192.168.1.[  0   0   0 ... 214 214 214],19492,1.1.1.1,53,icmp,INT,0.046790287943275846,773,290,0
192.168.1.[  0   0   0 ... 214 214 214],34928,1.1.1.1,443,tcp,CON,1.7171410990724187,542,479,1
192.168.1.[  0   0   0 ... 214 214 214],2002,1.1.1.1,443,tcp,REQ,0.5903075325434634,1588,1032,0
10.0.0.[  0   0   0 ... 214 214 214],9619,1.1.1.1,443,tcp,INT,0.49775320742366014,131,662,0
192.168.1.[  0   0   0 ... 214 214 214],34277,192.168.0.1,80,icmp,CON,0.8813030037747235,435,401,1
10.0.0.[  0   0   0 ... 214 214 214],28661,8.8.8.8,443,icmp,INT,0.27041269810113877,154,252,0
10.0.0.[  0   0   0 ... 214 214 214],29452,8.8.8.8,80,udp,REQ,0.23433775828278602,2576,56,0
192.168.1.[  0   0   0 ... 214 214 214],44941,1.1.1.1,53,udp,REQ,1.3754324292893392,262,1843,0
10.0.0.[  0   0   0 ... 214 214 214],60429,1.1.1.1,443,udp,REQ,0.9710999393848719,60,236,0
192.168.1.[  0   0   0 ... 214 214 214],38389,8.8.8.8,443,tcp,REQ,0.7847935381506614,514,997,0
192.168.1.[  0   0   0 ... 214 214 214],38729,8.8.8.8,80,udp,INT,0.27726173671672555,361,1301,1
10.0.0.[  0   0   0 ... 214 214 214],5179,1.1.1.1,443,icmp,REQ,0.3355994509455152,521,1553,0
10.0.0.[  0   0   0 ... 214 214 214],31039,1.1.1.1,80,udp,CON,0.16955807367857778,718,340,1
10.0.0.[  0   0   0 ... 214 214 214],43081,8.8.8.8,22,tcp,CON,0.2229329238361122,287,1594,0
192.168.1.[  0   0   0 ... 214 214 214],26983,192.168.0.1,22,tcp,CON,1.2004980453843774,519,639,0
192.168.1.[  0   0   0 ... 214 214 214],50589,192.168.0.1,53,tcp,CON,0.005529266960240432,1133,209,0
192.168.1.[  0   0   0 ... 214 214 214],63491,192.168.0.1,443,udp,INT,0.047847953872760814,110,595,0
10.0.0.[  0   0   0 ... 214 214 214],32124,8.8.8.8,53,icmp,INT,1.0296282186855055,677,618,0
192.168.1.[  0   0   0 ... 214 214 214],2733,192.168.0.1,80,udp,FIN,0.627256221016303,169,136,1
10.0.0.[  0   0   0 ... 214 214 214],64306,1.1.1.1,53,icmp,INT,0.027968734290275556,73,707,0
192.168.1.[  0   0   0 ... 214 214 214],36112,192.168.0.1,22,icmp,INT,0.9978281613943965,374,271,0
192.168.1.[  0   0   0 ... 214 214 214],34921,192.168.0.1,22,tcp,FIN,0.12106475162667656,731,551,0
10.0.0.[  0   0   0 ... 214 214 214],20365,8.8.8.8,53,icmp,INT,0.058949432321649384,272,49,0
10.0.0.[  0   0   0 ... 214 214 214],47381,192.168.0.1,80,icmp,REQ,0.14458267289532556,5942,201,0
10.0.0.[  0   0   0 ... 214 214 214],36593,8.8.8.8,443,tcp,FIN,0.6104042766532718,3693,851,0
192.168.1.[  0   0   0 ... 214 214 214],57866,8.8.8.8,22,tcp,CON,0.07676053318409977,1044,4379,0
10.0.0.[  0   0   0 ... 214 214 214],56645,1.1.1.1,53,icmp,INT,0.14621164429003145,192,867,0
10.0.0.[  0   0   0 ... 214 214 214],10658,192.168.0.1,80,icmp,FIN,0.04750167171994344,885,630,0
10.0.0.[  0   0   0 ... 214 214 214],38761,8.8.8.8,53,udp,INT,0.7763781293858893,753,1574,0
10.0.0.[  0   0   0 ... 214 214 214],24536,8.8.8.8,443,udp,REQ,0.26398403088639794,350,365,0
192.168.1.[  0   0   0 ... 214 214 214],28122,8.8.8.8,443,tcp,CON,0.08045240662563449,875,2398,0
192.168.1.[  0   0   0 ... 214 214 214],31044,1.1.1.1,22,tcp,INT,1.0833862108976144,4317,1621,0
10.0.0.[  0   0   0 ... 214 214 214],31908,192.168.0.1,22,icmp,CON,0.37615303110021564,387,1221,0
10.0.0.[  0   0   0 ... 214 214 214],54584,1.1.1.1,443,tcp,REQ,0.00631097997700136,1755,442,0
192.168.1.[  0   0   0 ... 214 214 214],14071,192.168.0.1,53,icmp,INT,2.4787887886755304,3095,17,0
10.0.0.[  0   0   0 ... 214 214 214],41429,192.168.0.1,80,icmp,CON,0.8917524890167522,805,364,0
10.0.0.[  0   0   0 ... 214 214 214],14325,1.1.1.1,53,tcp,INT,0.2894365229285166,587,239,0
10.0.0.[  0   0   0 ... 214 214 214],16559,8.8.8.8,443,icmp,REQ,0.2957947978764435,369,797,0
192.168.1.[  0   0   0 ... 214 214 214],53877,8.8.8.8,22,tcp,REQ,0.0957602355476565,40,4195,1
192.168.1.[  0   0   0 ... 214 214 214],20504,1.1.1.1,443,udp,REQ,0.3255108833496131,2778,450,0
192.168.1.[  0   0   0 ... 214 214 214],35471,192.168.0.1,443,icmp,CON,0.5660532829260092,3083,2875,1
10.0.0.[  0   0   0 ... 214 214 214],41665,1.1.1.1,80,udp,FIN,0.4328429402666433,3491,2143,1
10.0.0.[  0   0   0 ... 214 214 214],47169,192.168.0.1,443,icmp,CON,0.09027297456549191,1516,1679,1
10.0.0.[  0   0   0 ... 214 214 214],1789,1.1.1.1,22,udp,CON,0.2811435013360399,466,297,1
192.168.1.[  0   0   0 ... 214 214 214],39386,192.168.0.1,443,udp,INT,0.19570778244645395,1630,220,0
192.168.1.[  0   0   0 ... 214 214 214],31049,1.1.1.1,80,icmp,INT,0.7952005121681985,255,272,1
10.0.0.[  0   0   0 ... 214 214 214],53425,1.1.1.1,443,tcp,FIN,0.08281258505749126,1267,1036,0
10.0.0.[  0   0   0 ... 214 214 214],29042,8.8.8.8,80,udp,CON,0.415084754189593,1548,673,1
10.0.0.[  0   0   0 ... 214 214 214],43134,8.8.8.8,53,tcp,INT,2.2592393786312783,1800,164,1
10.0.0.[  0   0   0 ... 214 214 214],53097,1.1.1.1,22,icmp,INT,0.7897900240999994,420,96,1
10.0.0.[  0   0   0 ... 214 214 214],29044,1.1.1.1,53,udp,INT,0.5109086456250357,279,675,0
192.168.1.[  0   0   0 ... 214 214 214],23344,8.8.8.8,53,udp,CON,0.2934326366080836,351,443,0
192.168.1.[  0   0   0 ... 214 214 214],34662,192.168.0.1,53,tcp,INT,0.5485952684833934,2026,21,0
192.168.1.[  0   0   0 ... 214 214 214],33046,1.1.1.1,53,udp,FIN,0.06307994220019117,278,634,1
192.168.1.[  0   0   0 ... 214 214 214],1294,8.8.8.8,443,icmp,FIN,0.08089835062826324,1374,540,0
10.0.0.[  0   0   0 ... 214 214 214],31916,1.1.1.1,80,tcp,REQ,0.004307179330907172,1019,105,1
192.168.1.[  0   0   0 ... 214 214 214],32555,192.168.0.1,53,tcp,FIN,1.0430246421557519,1994,473,0
192.168.1.[  0   0   0 ... 214 214 214],57893,192.168.0.1,80,tcp,REQ,1.5941224936890346,992,98,0
10.0.0.[  0   0   0 ... 214 214 214],45181,192.168.0.1,22,tcp,CON,0.4084140853202264,93,1083,0
192.168.1.[  0   0   0 ... 214 214 214],1612,8.8.8.8,443,udp,REQ,0.1512654030145439,1836,973,0
10.0.0.[  0   0   0 ... 214 214 214],3821,192.168.0.1,53,udp,CON,1.2627294967799891,123,881,0
192.168.1.[  0   0   0 ... 214 214 214],64115,192.168.0.1,53,udp,INT,0.11806810834074609,2760,4,0
10.0.0.[  0   0   0 ... 214 214 214],21188,192.168.0.1,22,tcp,CON,0.09804354219803889,150,250,0
10.0.0.[  0   0   0 ... 214 214 214],4353,1.1.1.1,80,udp,REQ,0.8520178246773825,1066,1847,0
10.0.0.[  0   0   0 ... 214 214 214],61603,8.8.8.8,53,udp,FIN,0.03336120104611874,146,1015,1
192.168.1.[  0   0   0 ... 214 214 214],60634,1.1.1.1,80,udp,CON,0.2776933596517819,25,665,1
192.168.1.[  0   0   0 ... 214 214 214],28698,1.1.1.1,80,tcp,INT,0.7963120928352405,4001,342,0
10.0.0.[  0   0   0 ... 214 214 214],26948,8.8.8.8,22,udp,INT,0.28067035119047284,2501,1108,1
192.168.1.[  0   0   0 ... 214 214 214],34436,1.1.1.1,443,tcp,CON,0.458837783772368,535,478,1
10.0.0.[  0   0   0 ... 214 214 214],8710,8.8.8.8,80,icmp,REQ,0.15330134208663027,1181,1297,1
10.0.0.[  0   0   0 ... 214 214 214],25676,1.1.1.1,80,icmp,FIN,1.484576621119531,2620,280,1
10.0.0.[  0   0   0 ... 214 214 214],46608,8.8.8.8,53,icmp,INT,1.9179751024142841,1041,1142,0
10.0.0.[  0   0   0 ... 214 214 214],56360,192.168.0.1,22,icmp,CON,0.29972671513831567,433,160,1
10.0.0.[  0   0   0 ... 214 214 214],32929,192.168.0.1,80,icmp,REQ,0.3728236107462184,290,453,0
10.0.0.[  0   0   0 ... 214 214 214],1900,192.168.0.1,22,udp,INT,0.220709710549536,249,2635,0
10.0.0.[  0   0   0 ... 214 214 214],53664,1.1.1.1,53,udp,CON,1.7909999935222027,2210,3001,1
192.168.1.[  0   0   0 ... 214 214 214],18726,192.168.0.1,22,icmp,CON,0.4743590209983941,1931,284,1
192.168.1.[  0   0   0 ... 214 214 214],5319,192.168.0.1,22,icmp,INT,0.25539072485582226,1042,1015,0
192.168.1.[  0   0   0 ... 214 214 214],24165,8.8.8.8,80,udp,FIN,0.2114519858312416,518,546,0
192.168.1.[  0   0   0 ... 214 214 214],14257,1.1.1.1,80,icmp,CON,0.16558131369427273,508,577,1
192.168.1.[  0   0   0 ... 214 214 214],58042,1.1.1.1,22,icmp,INT,0.0023509756449566366,100,567,0
192.168.1.[  0   0   0 ... 214 214 214],41071,8.8.8.8,53,icmp,CON,0.7229556184305491,1379,581,0
10.0.0.[  0   0   0 ... 214 214 214],45763,8.8.8.8,80,icmp,INT,0.3927899900610173,477,703,0
192.168.1.[  0   0   0 ... 214 214 214],62695,192.168.0.1,53,udp,CON,0.730634954735891,73,970,1
10.0.0.[  0   0   0 ... 214 214 214],57705,8.8.8.8,443,tcp,CON,0.7427812664889687,2540,906,1
192.168.1.[  0   0   0 ... 214 214 214],15531,8.8.8.8,22,udp,FIN,0.6358730161071378,140,657,1
10.0.0.[  0   0   0 ... 214 214 214],62275,192.168.0.1,443,tcp,INT,0.5264494610348976,3560,262,0
192.168.1.[  0   0   0 ... 214 214 214],13118,8.8.8.8,80,udp,REQ,0.30393873882089345,611,325,1
192.168.1.[  0   0   0 ... 214 214 214],18931,1.1.1.1,53,icmp,CON,0.23272163564033227,930,1582,1
192.168.1.[  0   0   0 ... 214 214 214],35520,192.168.0.1,53,udp,INT,0.36640286124825105,33,127,1
192.168.1.[  0   0   0 ... 214 214 214],7921,8.8.8.8,22,tcp,CON,0.01430582681088848,2062,819,0
192.168.1.[  0   0   0 ... 214 214 214],55417,1.1.1.1,80,tcp,CON,0.9853645283372987,510,612,1
10.0.0.[  0   0   0 ... 214 214 214],20930,8.8.8.8,22,tcp,FIN,0.14217864740713226,446,614,0
10.0.0.[  0   0   0 ... 214 214 214],47897,192.168.0.1,443,icmp,FIN,0.2114400443860618,277,663,0
192.168.1.[  0   0   0 ... 214 214 214],60005,8.8.8.8,443,udp,CON,0.20224157858358469,8,933,1
10.0.0.[  0   0   0 ... 214 214 214],21844,8.8.8.8,53,icmp,FIN,1.2618876074244494,1536,801,0
10.0.0.[  0   0   0 ... 214 214 214],16002,8.8.8.8,80,icmp,REQ,0.7704735856067465,2585,2471,0
10.0.0.[  0   0   0 ... 214 214 214],49458,1.1.1.1,22,tcp,REQ,0.4386176622414755,1102,245,0
10.0.0.[  0   0   0 ... 214 214 214],42266,1.1.1.1,22,icmp,INT,0.1486430743300932,691,793,0
192.168.1.[  0   0   0 ... 214 214 214],2138,1.1.1.1,22,tcp,INT,0.15660572870660136,509,31,0
192.168.1.[  0   0   0 ... 214 214 214],22402,192.168.0.1,80,udp,REQ,0.04432518645452677,1803,109,1
10.0.0.[  0   0   0 ... 214 214 214],13261,8.8.8.8,443,udp,REQ,0.5308964863194946,817,794,0
192.168.1.[  0   0   0 ... 214 214 214],30493,8.8.8.8,443,icmp,CON,0.09336253456863267,2090,622,0
192.168.1.[  0   0   0 ... 214 214 214],29689,1.1.1.1,80,icmp,CON,0.2477262768725889,1015,197,0
192.168.1.[  0   0   0 ... 214 214 214],59463,1.1.1.1,80,tcp,CON,0.30565829543456174,1225,1765,1
192.168.1.[  0   0   0 ... 214 214 214],29512,192.168.0.1,22,icmp,FIN,1.768608047809275,442,638,1
10.0.0.[  0   0   0 ... 214 214 214],54361,192.168.0.1,53,udp,REQ,0.4253548575090424,5855,1729,0
10.0.0.[  0   0   0 ... 214 214 214],8784,8.8.8.8,80,icmp,REQ,1.1091708839660668,1081,700,0
10.0.0.[  0   0   0 ... 214 214 214],30160,8.8.8.8,22,icmp,INT,0.4296351972903077,1000,153,1
192.168.1.[  0   0   0 ... 214 214 214],26884,192.168.0.1,80,icmp,REQ,1.2176661897150276,1052,496,0
10.0.0.[  0   0   0 ... 214 214 214],17770,8.8.8.8,80,udp,INT,0.508668517408013,119,53,0
10.0.0.[  0   0   0 ... 214 214 214],46420,8.8.8.8,22,tcp,INT,0.7034883990900225,2679,1166,1
10.0.0.[  0   0   0 ... 214 214 214],63672,8.8.8.8,53,tcp,CON,0.15276806757697112,257,1062,0
10.0.0.[  0   0   0 ... 214 214 214],37992,192.168.0.1,22,tcp,CON,0.2749241917194464,1272,401,1
192.168.1.[  0   0   0 ... 214 214 214],61942,8.8.8.8,53,udp,INT,0.012518746884863525,859,242,1
10.0.0.[  0   0   0 ... 214 214 214],31959,192.168.0.1,53,tcp,REQ,0.09639066650852829,45,25,0
192.168.1.[  0   0   0 ... 214 214 214],60646,8.8.8.8,53,tcp,REQ,0.3625358963504215,521,286,0
192.168.1.[  0   0   0 ... 214 214 214],41553,8.8.8.8,22,udp,FIN,1.9956534934359385,744,624,0
10.0.0.[  0   0   0 ... 214 214 214],49167,8.8.8.8,22,icmp,FIN,0.9047166232033172,437,1270,1
192.168.1.[  0   0   0 ... 214 214 214],3731,192.168.0.1,22,tcp,INT,0.029813788329096536,799,2167,0
192.168.1.[  0   0   0 ... 214 214 214],41586,8.8.8.8,443,icmp,REQ,1.1061696073673704,290,190,1
10.0.0.[  0   0   0 ... 214 214 214],4686,1.1.1.1,53,udp,INT,0.44074712243861697,1275,195,0
10.0.0.[  0   0   0 ... 214 214 214],19487,8.8.8.8,443,udp,FIN,0.7711611753834676,85,258,0
10.0.0.[  0   0   0 ... 214 214 214],36579,8.8.8.8,443,tcp,FIN,0.35139969901518037,202,407,1
10.0.0.[  0   0   0 ... 214 214 214],16094,1.1.1.1,80,tcp,FIN,0.4698410429474887,698,50,0
10.0.0.[  0   0   0 ... 214 214 214],60727,1.1.1.1,80,udp,FIN,0.0893146034181642,616,385,0
192.168.1.[  0   0   0 ... 214 214 214],36344,192.168.0.1,53,tcp,FIN,0.029800320775218637,95,197,1
10.0.0.[  0   0   0 ... 214 214 214],20570,192.168.0.1,22,tcp,CON,0.3936090846868532,494,99,0
192.168.1.[  0   0   0 ... 214 214 214],58246,1.1.1.1,53,icmp,CON,0.2920165340781258,729,1182,0
192.168.1.[  0   0   0 ... 214 214 214],50696,192.168.0.1,80,tcp,FIN,0.10598968104065319,190,1590,0
10.0.0.[  0   0   0 ... 214 214 214],17121,1.1.1.1,80,icmp,CON,0.4673286929141466,4166,190,0
192.168.1.[  0   0   0 ... 214 214 214],47024,192.168.0.1,53,udp,INT,0.31635241959648913,932,131,1
192.168.1.[  0   0   0 ... 214 214 214],8403,8.8.8.8,53,udp,CON,0.21213928231443535,2240,828,1
10.0.0.[  0   0   0 ... 214 214 214],37455,8.8.8.8,80,icmp,CON,0.27871306966115234,10,1122,0
10.0.0.[  0   0   0 ... 214 214 214],64195,1.1.1.1,22,tcp,CON,0.04058593247609803,1011,197,0
192.168.1.[  0   0   0 ... 214 214 214],55471,192.168.0.1,22,icmp,INT,0.4710016150634633,605,308,0
192.168.1.[  0   0   0 ... 214 214 214],62825,1.1.1.1,22,tcp,REQ,0.09417923625719847,4055,1025,1
192.168.1.[  0   0   0 ... 214 214 214],60057,8.8.8.8,443,tcp,CON,0.1842900165910622,2166,689,0
192.168.1.[  0   0   0 ... 214 214 214],40168,192.168.0.1,443,udp,REQ,0.10977799972803796,1211,31,0
192.168.1.[  0   0   0 ... 214 214 214],38848,1.1.1.1,53,tcp,CON,0.10665295554456307,2290,669,0
10.0.0.[  0   0   0 ... 214 214 214],13491,8.8.8.8,22,udp,REQ,0.4259302576711718,206,109,0
10.0.0.[  0   0   0 ... 214 214 214],37553,192.168.0.1,53,udp,INT,0.202937436895635,294,1372,0
10.0.0.[  0   0   0 ... 214 214 214],22131,1.1.1.1,22,icmp,CON,0.0834604702841499,277,457,0
10.0.0.[  0   0   0 ... 214 214 214],22941,8.8.8.8,443,icmp,CON,0.7180390762093123,1030,1,1
192.168.1.[  0   0   0 ... 214 214 214],36374,1.1.1.1,22,icmp,INT,0.9785112493377808,561,686,1
10.0.0.[  0   0   0 ... 214 214 214],29569,192.168.0.1,80,udp,CON,0.383492465249224,1290,4,0
10.0.0.[  0   0   0 ... 214 214 214],42014,1.1.1.1,80,icmp,INT,0.12200860539789428,1474,464,1
192.168.1.[  0   0   0 ... 214 214 214],20796,192.168.0.1,22,udp,REQ,0.40862757396194693,87,16,0
192.168.1.[  0   0   0 ... 214 214 214],3532,1.1.1.1,53,icmp,REQ,0.3475655049456819,399,13,0
192.168.1.[  0   0   0 ... 214 214 214],44268,192.168.0.1,53,udp,INT,0.46012927256899494,1066,982,0
10.0.0.[  0   0   0 ... 214 214 214],3429,1.1.1.1,80,icmp,FIN,0.3003338043526235,334,471,0
10.0.0.[  0   0   0 ... 214 214 214],32369,192.168.0.1,80,icmp,CON,0.6223632338653122,301,1806,0
192.168.1.[  0   0   0 ... 214 214 214],39602,8.8.8.8,22,icmp,REQ,0.5608212374901802,612,3002,0
192.168.1.[  0   0   0 ... 214 214 214],18788,8.8.8.8,443,udp,CON,0.9299445494941092,975,105,0
10.0.0.[  0   0   0 ... 214 214 214],4285,8.8.8.8,53,tcp,FIN,1.1504610109622284,716,984,1
192.168.1.[  0   0   0 ... 214 214 214],17635,1.1.1.1,443,udp,FIN,0.08595847458914493,462,1728,0
192.168.1.[  0   0   0 ... 214 214 214],54284,1.1.1.1,443,tcp,CON,0.1164333759373274,1477,330,1
192.168.1.[  0   0   0 ... 214 214 214],11539,8.8.8.8,22,icmp,CON,0.03771731376833129,113,1615,0
10.0.0.[  0   0   0 ... 214 214 214],45832,8.8.8.8,53,tcp,FIN,0.3299738989270267,2041,2306,0
10.0.0.[  0   0   0 ... 214 214 214],63077,192.168.0.1,443,icmp,CON,2.184182005971086,1670,1524,1
10.0.0.[  0   0   0 ... 214 214 214],16529,8.8.8.8,80,icmp,FIN,0.14873253419241428,379,581,0
192.168.1.[  0   0   0 ... 214 214 214],4014,8.8.8.8,53,icmp,FIN,0.24282122858349403,239,299,0
192.168.1.[  0   0   0 ... 214 214 214],41592,8.8.8.8,80,udp,CON,0.1883716610727142,167,1190,1
10.0.0.[  0   0   0 ... 214 214 214],52775,1.1.1.1,443,icmp,REQ,0.021092897988866727,227,68,0
192.168.1.[  0   0   0 ... 214 214 214],3903,1.1.1.1,80,tcp,REQ,0.026694009441875725,4430,136,0
192.168.1.[  0   0   0 ... 214 214 214],5784,8.8.8.8,22,tcp,FIN,0.28734634120601665,46,1310,1
10.0.0.[  0   0   0 ... 214 214 214],62734,1.1.1.1,53,tcp,INT,0.6618664994317501,1884,119,0
192.168.1.[  0   0   0 ... 214 214 214],15412,1.1.1.1,22,tcp,REQ,0.23925893755896052,318,3169,1
192.168.1.[  0   0   0 ... 214 214 214],44454,192.168.0.1,22,tcp,REQ,0.38062271765403566,4593,869,0
192.168.1.[  0   0   0 ... 214 214 214],53643,192.168.0.1,53,icmp,CON,0.516842078914974,750,858,0
192.168.1.[  0   0   0 ... 214 214 214],19061,192.168.0.1,22,udp,CON,0.4551196450940392,1021,1364,1
10.0.0.[  0   0   0 ... 214 214 214],59245,8.8.8.8,53,tcp,REQ,0.1178946790108708,789,1757,0
192.168.1.[  0   0   0 ... 214 214 214],32628,1.1.1.1,22,udp,CON,1.0963962787461186,2953,79,1
10.0.0.[  0   0   0 ... 214 214 214],7885,1.1.1.1,22,tcp,REQ,0.020031912842876212,1870,358,1
10.0.0.[  0   0   0 ... 214 214 214],60358,8.8.8.8,80,icmp,INT,0.00811284934942413,131,2343,0
10.0.0.[  0   0   0 ... 214 214 214],52695,1.1.1.1,443,udp,INT,0.023420590452300476,1308,105,0
10.0.0.[  0   0   0 ... 214 214 214],41073,1.1.1.1,443,tcp,CON,0.6597032533266561,930,262,0
192.168.1.[  0   0   0 ... 214 214 214],21299,192.168.0.1,443,tcp,INT,0.015134863811049403,768,1793,0
192.168.1.[  0   0   0 ... 214 214 214],8902,192.168.0.1,22,udp,FIN,0.5668927181580704,446,814,1
10.0.0.[  0   0   0 ... 214 214 214],40621,8.8.8.8,53,tcp,INT,0.6604106581271563,1495,504,1
10.0.0.[  0   0   0 ... 214 214 214],11430,1.1.1.1,80,icmp,FIN,0.06761679142840331,330,251,0
10.0.0.[  0   0   0 ... 214 214 214],25822,1.1.1.1,53,udp,INT,0.6126009811923013,220,2099,1
10.0.0.[  0   0   0 ... 214 214 214],22954,192.168.0.1,22,tcp,CON,0.6442366279454254,1033,1489,1
192.168.1.[  0   0   0 ... 214 214 214],22459,192.168.0.1,443,udp,INT,0.2920395624354778,15,62,0
10.0.0.[  0   0   0 ... 214 214 214],2276,1.1.1.1,443,icmp,INT,0.42442756854182295,1363,175,0
10.0.0.[  0   0   0 ... 214 214 214],20128,8.8.8.8,22,udp,CON,0.893298792545831,500,220,0
192.168.1.[  0   0   0 ... 214 214 214],63941,192.168.0.1,80,udp,REQ,0.16750998439636094,862,439,1
10.0.0.[  0   0   0 ... 214 214 214],30496,8.8.8.8,22,tcp,CON,0.5790924630729681,3429,413,0
192.168.1.[  0   0   0 ... 214 214 214],43877,8.8.8.8,80,udp,FIN,0.3922626857600928,190,2418,0
192.168.1.[  0   0   0 ... 214 214 214],20666,8.8.8.8,22,tcp,FIN,0.3850055599759075,8,322,1
192.168.1.[  0   0   0 ... 214 214 214],40690,192.168.0.1,22,icmp,REQ,0.0651770733739177,636,566,1
10.0.0.[  0   0   0 ... 214 214 214],13589,8.8.8.8,53,icmp,REQ,0.4351171166002252,1290,644,0
192.168.1.[  0   0   0 ... 214 214 214],1873,1.1.1.1,22,udp,INT,0.4224673193235699,156,995,0
192.168.1.[  0   0   0 ... 214 214 214],26762,192.168.0.1,53,udp,CON,0.3366415454760922,136,1674,0
10.0.0.[  0   0   0 ... 214 214 214],7089,192.168.0.1,53,tcp,INT,2.024222896248889,4513,2988,0
10.0.0.[  0   0   0 ... 214 214 214],56717,8.8.8.8,53,icmp,INT,0.8244596385887737,698,1593,0
10.0.0.[  0   0   0 ... 214 214 214],21081,1.1.1.1,22,udp,INT,1.3744097621393208,127,247,0
10.0.0.[  0   0   0 ... 214 214 214],1481,192.168.0.1,22,icmp,CON,0.20955389417170925,1320,1765,0
192.168.1.[  0   0   0 ... 214 214 214],62053,192.168.0.1,53,udp,INT,0.9872740147367385,1356,519,0
10.0.0.[  0   0   0 ... 214 214 214],9183,192.168.0.1,443,udp,FIN,0.781363919174904,930,128,1
192.168.1.[  0   0   0 ... 214 214 214],42891,192.168.0.1,443,icmp,REQ,0.6406747513968923,76,1260,0
192.168.1.[  0   0   0 ... 214 214 214],21215,8.8.8.8,22,tcp,REQ,0.0674859095142141,751,427,0
10.0.0.[  0   0   0 ... 214 214 214],61222,192.168.0.1,53,tcp,INT,0.4646063686078857,528,1539,0
10.0.0.[  0   0   0 ... 214 214 214],49891,8.8.8.8,22,icmp,CON,0.5519004896488864,982,696,1
10.0.0.[  0   0   0 ... 214 214 214],19808,1.1.1.1,80,udp,FIN,0.2844549348610994,93,413,1
10.0.0.[  0   0   0 ... 214 214 214],44364,192.168.0.1,53,icmp,FIN,2.046566425813518,840,6,0
192.168.1.[  0   0   0 ... 214 214 214],19059,1.1.1.1,53,icmp,FIN,0.18742646571906252,777,327,0
10.0.0.[  0   0   0 ... 214 214 214],14635,192.168.0.1,443,tcp,FIN,0.4622703982487724,899,581,0
192.168.1.[  0   0   0 ... 214 214 214],26804,1.1.1.1,443,tcp,CON,0.49407827793049663,579,200,0
192.168.1.[  0   0   0 ... 214 214 214],47390,192.168.0.1,53,icmp,REQ,0.13445356133672723,1866,1473,0
10.0.0.[  0   0   0 ... 214 214 214],46798,8.8.8.8,22,udp,REQ,0.1921862988171061,2334,4390,0
10.0.0.[  0   0   0 ... 214 214 214],62288,8.8.8.8,443,udp,CON,0.09738399545087852,507,2173,0
10.0.0.[  0   0   0 ... 214 214 214],2678,192.168.0.1,53,udp,CON,0.4579904122105724,153,367,1
192.168.1.[  0   0   0 ... 214 214 214],8215,1.1.1.1,80,icmp,CON,0.6651911298568299,695,1509,0
192.168.1.[  0   0   0 ... 214 214 214],30316,8.8.8.8,80,tcp,FIN,1.2131717053949904,573,917,0
192.168.1.[  0   0   0 ... 214 214 214],33293,8.8.8.8,80,udp,FIN,0.16876429674892623,2284,351,0
10.0.0.[  0   0   0 ... 214 214 214],15693,1.1.1.1,80,tcp,REQ,0.10883688164380903,448,1056,1
10.0.0.[  0   0   0 ... 214 214 214],62936,192.168.0.1,53,icmp,FIN,1.2968727483503297,247,829,0
10.0.0.[  0   0   0 ... 214 214 214],46591,8.8.8.8,80,udp,CON,1.6387289815829102,1044,96,0
10.0.0.[  0   0   0 ... 214 214 214],29859,1.1.1.1,53,udp,INT,0.19284814260176134,374,1536,1
10.0.0.[  0   0   0 ... 214 214 214],62889,1.1.1.1,443,udp,CON,0.08099988888913376,1569,1447,0
10.0.0.[  0   0   0 ... 214 214 214],60407,192.168.0.1,22,tcp,INT,0.022159683659787592,615,1123,0
10.0.0.[  0   0   0 ... 214 214 214],1545,8.8.8.8,53,udp,INT,0.10099896067112064,738,361,0
192.168.1.[  0   0   0 ... 214 214 214],27534,1.1.1.1,22,icmp,CON,0.3357729551599312,339,1491,0
192.168.1.[  0   0   0 ... 214 214 214],61062,8.8.8.8,53,tcp,CON,0.03256085996858031,614,101,0
192.168.1.[  0   0   0 ... 214 214 214],29200,1.1.1.1,22,udp,CON,0.10338535838613727,810,329,0
192.168.1.[  0   0   0 ... 214 214 214],51022,192.168.0.1,80,tcp,CON,0.5694105422455527,1963,89,1
10.0.0.[  0   0   0 ... 214 214 214],46531,192.168.0.1,22,tcp,REQ,2.6720591587958262,70,598,1
10.0.0.[  0   0   0 ... 214 214 214],48175,192.168.0.1,80,tcp,REQ,0.8586944637490789,828,1663,0
10.0.0.[  0   0   0 ... 214 214 214],28836,8.8.8.8,443,tcp,CON,0.6936439799701726,122,793,0
192.168.1.[  0   0   0 ... 214 214 214],52361,192.168.0.1,53,udp,CON,0.006243553938797718,1220,834,0
